code	type	faculty	teacher	place	units	url	people	A	B	C	D	F	other	mean
30830009	博前	"○認知システム研究法特論１
Advanced Lectures on Research Methods in Cognitive Systems 1"	杉尾　武志	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0830/30830009000.html								
30830010	博前	"△認知システム研究法特論２
Advanced Lectures on Research Methods in Cognitive Systems 2"	杉尾　武志	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0830/30830010000.html								
30830011	博前	"○身体表現文化研究法特論１
Advanced Lectures on Research Methods in Body Expressions 1"	阪田　真己子	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0830/30830011000.html								
30830012	博前	"△身体表現文化研究法特論２
Advanced Lectures on Research Methods in Body Expressions 2"	阪田　真己子	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0830/30830012000.html								
30840001	博前	"△数値解析特論
Advanced Lectures in Numerical Analysis"	川﨑　廣𠮷	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840001000.html								
30840002	博前	"○数理モデル特論
Advanced Lectures in Mathematical Modeling"	川﨑　廣𠮷	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840002000.html								
30840003	博前	"○数理統計学特論
Advanced Lectures in Mathematical Statistics"	宿久　洋	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840003000.html								
30840004	博前	"△多変量解析特論
Advanced Lectures in Multivariate Analysis"	宿久　洋	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840004000.html								
30840005	博前	"○基礎数理特論
Advanced Lectures in Mathematical Foundation"	浦部　治一郎	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840005000.html								
30840006	博前	"△数理科学特論
Advanced Lectures in Mathematical Sciences"	浦部　治一郎	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840006000.html								
30840007	博前	"○情報アクセス技術特論
Advanced Lectures in Information Access Technologies"	波多野　賢治	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840007000.html								
30840008	博前	"△データベースシステム特論
Advanced Lectures in Database Systems"	波多野　賢治	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840008000.html								
30840009	博前	"○生物統計学特論
Advanced Lectures in Biostatistics"	大森　崇	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840009000.html								
30840010	博前	"○統計コンサルティング特論
Advanced Lectures in Principles of Statistical Consulting"	大森　崇	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840010000.html								
30840011	博前	"○時系列解析特論
Advanced Lectures in Time Series Analysis"	川﨑　能典	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840011000.html								
30840015	博前	"○経済統計学特論
Advanced Lectures in Economic Statistics"	原　尚幸	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840015000.html								
30840016	博前	"△ベイズ統計学特論
Advanced Lectures in Bayesian Statistics"	原　尚幸	京田辺	2単位	https://syllabus.doshisha.ac.jp/html/2018/0840/30840016000.html								
